Unnamed: 0,text,label
53945,i dun feel angry,3
39283,im feeling skeptical about this,4
230058,i finally started feeling u were sweet,2
373536,i said i have to go and he mumbled something about feeling guilty because he has a wife and kids,0
407663,i went to bed that night feeling pretty rotten and didnt even go anywhere for dinner,0
395080,i feel like abel would be a very gentle person,2
229653,i consider them i feel quite lonely,0
238997,im feeling gloomy even though the sun pours onto my big winter coat and even though i may imagine myself on an island far away from this world of false smiles and the same old conversation,0
125294,i cant help but also feel that i am starting to feel reluctant to spend time with and for him,4
307906,i cant help but feeling pissed and annoyed and did i mentioned frustrated,3
286327,i feel like boasting haha but i love my eyes and my sarcastic brain as mentioned,3
45193,i also feel like even if i fucked up completely and did some crazy stupid ridiculous stuff she d still be there for me,3
144007,i wanted a little more and i went to sleep feeling annoyed that id stayed up late to find out nothing,3
262984,i know it a week has passed and i m starting to feel crappy again,0
194988,i mean really its just a matter of making me feel like im unimportant and thats not hard at all,0
299734,i started to feel really funny,5
99141,i am taking away a message of life is hard so hard sometimes that everything feels too much and men end up doing body shots of hot blondes or us none so smart woman dont need to see it and instead run from it but it is never so hard that it cant be overcome with a little compromise here and there,2
156686,i feel hateful and like i m never gonna be proud of myself,3
298912,i feel exhausted before i work out and yet i end up having a kick ass workout,0
5761,i looked through all these things looked at old photos and re read old fanzines i started to feel incredibly nostalgic and i normally dislike nostalgia,2
197042,i no longer feel the weird wobbly sensation,5
250160,i guess yoga feels like something rich white people do and when i go i feel like i am faking or passing or putting on airs and trying to be something im not,1
29945,im feeling very passionate about art fashion food these days so get excited,1
22089,i love the small cozy feel of horizon as a company and how theyve put family before profits by supporting family farms,2
196770,i spent my days crying with the newborn throwing him in the carseat running kids everywhere dealing with a naughty toddler getting little sleep and generally feeling crappy,0
256643,i countered glaring back at him feeling a little insulted that the submissive blood bank was allowed more food than i was,3
146861,i am what made me me is unpleasant and since this is my blog i feel ok in talking about me on here,1
335942,i am also feeling on top now with all these nominations and loving my awards,2
13058,i feel restless and sometimes ungrateful and unhappy,4
74159,i feel welcomed invited and comfortable,1
302717,i can wake up feeling fine and three hours later be back in bed with some rlq pain thats right lower quadrant people,1
399617,i find to be most prevalent when i feel stressed out are being irritable and feeling anxiety,0
44306,i feel like it discounts the emotional stability of the other person,0
306623,i find that these times are when we can really come together to witness and debate other work and being told that he did not understand the film only left me feeling more disheartened by his actions as i felt that the piece could have been watched purely for the imagery involved,0
414832,i have already read the first ten issues quickly and am already feeling a bit gloomy and nostalgic knowing that i only have nine issues left,0
2449,i got up a little later than i wanted i kept rolling over and going back to sleep and got up feeling unexplainedly abused,0
106717,im just an ordinary girl i get bored i get scared i feel ignored i feel happy i get silly i choke on my own words i make wishes i have dreams,0
373309,i wanted to say yes to his desire but didn t yet know how to be the strong mother that he needed so we d stay indoors for days on end in the winter leaving me feeling somewhat resentful and often hungry,3
138115,i even read her part of the gospels on christmas morning so she could feel that her faith which she so treasured wasnt neglected,2
245438,im feeling a little generous hint hint possible giveaway,1
366043,i were anywhere else i d take it as a good omen of the silver flame but all i feel is longing and distain for this place this faraway place where the silver flame barely shines,2
108900,i could feel after a handful of tortured moments,4
52923,i remember going into the missionary training center and feeling so vulnerable,4
157556,i swear that one day when i am feeling at my most perverse i am going to make a loud comment in his hearing range of how jean harlow died of peroxide poisoning because she dyed her pubic hair blonde,0
365688,i find myself feeling joyful peacful frustrated exasperated amazed prideful thankful encouraged strengthened disappointed offended passionate,1
39466,i turn that frustration toward the people who i feel are causing it rather than feeling sympathetic toward their shortcoming,2
307826,i feels unhappy audience can t accept sniper standoff comments,0
173551,i don t like breakfast all that much because it often centers around these sweet pastry sorts of things that give me the heebie jeebies because when i eat them i feel shaky and gross two hours later,4
141452,i still feel enraged,3
180979,i have the feeling this wasnt the main reason why he was accepted to all eight,2
96302,i feel super weird in weird clothes,1
183959,i feel like i cant really explain it and give this amazing experience justice so instead ill take an excerpt from my journal i wrote we got to see all steps of the ceremony as we were breathing in the burning bodies,1
45339,i love the rustic feel its kid friendly and my girls love to dance so it really has everything,1
217803,im on monthly infusions of actemra and i feel fantastic,1
299438,im sad lonely miserable and feel helpless,0
197380,i remember i had this before and it was a feeling i hated,3
105771,i feel so rotten and guilty,0
162520,i acted out my feelings through my sometimes violent behavior yelling and cutting words,3
201400,i feel with age it is dissipating and my stubborn ways pushes it further way i feel disconnected with my past and im scared of my future and the present just frustrates me,3
364530,i long for someone who does not appreciate me for who i am who resented me for my passions and successes and who left me feeling so emotionally drained and vulnerable for nothing,0
23665,i feel about mcraven at ut not sure div class g plusone data size medium data href http wilcfry,1
188604,im off to work on my boxers and i hope youre busy on your projects too that way i wont feel like such a weirdo sewing on this gorgeous sunny saturday,1
136257,i start to feel lost and dark i tend to rebound back on track by reading a book on my eating disorder therefore i will be bringing a book with me,0
287941,i try to just focus on the positives around me as a distraction and to still feel appreciative grateful and thankful for what the ick hasnt touched and hasnt threatened to take away in my day and in our lives,1
96051,i do still feel lonely,0
202504,i always feel a tad sceptical about these things due to the fact that our government has not always been very truthful with us about things but rather making things fit to best advantage to themselves,4
221394,i feel pretty confident in the things i write depending on the topic,1
75658,i feel extremely mellow right now,1
356289,i was a crabby beyotch because she woke me up from a nap and i usually just feel so ungrateful,0
250618,i feel if my beloved side fails to win a match then it is down to me,1
70517,i try to be okay in these environments i really do trying to act like im all good but i feel so judged so idk weird,4
4087,i cannot change a situation so that i feel more valued i will leave the situation,1
415104,i awoke this morning feeling depressed about how things are going in my life,0
317167,i cant be sure if i subconsciously feel abit guilty for arguing with my mum,0
370834,i certainly enjoyed it and felt the feels when madison and evan got their sweet moments on but i did wish that there was a little more tension in the beginning,2
289154,i was feeling rather virtuous last friday as i actually mapped out a plan for the days,1
135247,i feel kind of weird about what that means in terms of my life,4
101063,i feel very inspired by the beauty and charms of countryside,1
362521,i feel depressed and frustrated because i work best and most creatively when what i m doing feels like play,0
314266,i love feeling my sweet little boy kick and move around it has been by far the best part of being pregnant,2
277137,i have been careful this week in my food choices and amounts and i am feeling more energetic and lighter in response,1
364737,i really didn t think i had a hope in hell of winning so i was feeling very shocked when i started giving my speech,5
102212,i get so anxious i feel like i can t even have a friendship with any guy anymore because im afraid ill fall in love with them,4
323261,i feel like most designers shy away from using color in the kitchen so i just love how julia incorporated bright splashes of orange blue and green throughout the space,4
337126,i feel that im fairly intelligent and i possess quite a few useful skills,1
147894,i feel quite troubled at the moment,0
352542,i feel empty inside and i look for things and people to feel the void in my chest,0
27076,i was feeling quite apprehensive about it beforehand i hadnt really done enough training due to being away with work and then on holiday and the nerves were really kicking in,4
44417,i feel like god was really gracious this morning and gave me a huge nugget right away which makes me a little nervous about the next but hey ill take it,2
852,im feeling lucky tricks can be fun and entertaining if we know some of tricks while we using google search engine to find any information on the internet with certain keywords,1
282539,i dont want to be friends with her but i also feel like its rude and like ill make you look bad if i dont friend her,3
230667,i feel like we remain really creative together i think all of us feel like there are sides of us that have been neglected both personally and artistically,1
410396,i am not feeling all that compassionate towards her right now irritability when anxious and new is fine but don t start actively looking for trouble when you are the new old girl around here,2
410600,i feel like im becoming more and more jaded,0
354786,i feel petty on those who prefer to miss salah,3
189911,i feel a little like this fella a mad hatter,3
321531,i decided to weigh i probably shouldnt have but i was feeling paranoid okay,4
378910,i am all about empowering women i truly feel that they are the more intelligent sex but what is enough,1
326748,i actually feel for the characters and so when they are unkind to each other thoughtlessly or intentionally it lacks enough contrast for me to care,3
355746,i was feeling so blessed and lucky,1
259022,i still can t help feeling fearful nervous scared and hurt by just thinking about it,4
185569,i thought that maybe something had bit me although i m familiar with the feeling of being shocked so i put in the index finger on my other hand and bam it happened again,5
125244,i was attending because i wanted to have this experience without the inevitable added pressure of did you feel creative,1
260497,i feel less inhibited by pain and discomfort like it had been,4
82585,i often feel that i can be me and have always been accepted,1
184507,when i got the scholarship letter from australia,1
200063,i am just not feeling affectionate about color affection and the worm in the apple of my knitting eden is the yarn i built this project around one short skein of old school jitterbug in a color that knits up into mud no matter how many or how few the stitches i put on my needles,2
165410,im feeling so damn shitty about myself,0
317290,i feel like ive been caged and am being beaten repeatedly,0
66460,i don t feel myself caring for you less when im tired i don t see myself not wanting to meet you after my work my day even if im tired busy,2
341952,im sure it will be fine for a few years or until im feeling rich and get a kona,1
409455,i feel generous,2
214570,i feel like im perpetually half watching a sad movie,0
385306,i was beginning to feel restless stressed and heavy with burdens,4
384450,i started feeling agitated,3
84486,i still wasnt feeling well enough to go to the gym after work so i came home had dinner with the hubby and went right upstairs to work,1
327234,i do feel more relaxed the need for such defined rigidity and structure has slightly diminished and i simply feel happier,1
221643,i feel like he is also being selfish he is the one who told me to go out and meet others i did but he is upset that he and i arent close anymore,3
35949,i feel that the users those that choose formula over bfing without trying of these products do not need to be shamed they are just victims of all that brainwashing,0
296536,i will bottle up how i feel and get resentful and mean and ugly until i finally blow up,3
278680,i hope so but still feel that i cant rely on that as truth and become complacent it would be easy for them to find us just via google,1
289763,i just feel that it was kind of strange,4
299139,i feel lethargic and exhausted,0
133456,i look out on this scene i think about how cute it is and enjoy a swelling feeling of pride in the playful delight of my dog,1
126984,i feel i need to share all the parts of my life i am thankful for so that i dont let this small negative moment overwhelm me,1
62305,i feel it s like people shouldn t be jealous and gossip about others,3
103946,i want to actively feel awkward and make mistakes all the time,0
410267,i feel tire i get a cold or my brain hurts with too many thoughts running around i stop,3
408504,i feel immediately disheartened,0
357009,im tired of feeling unwelcome and unwanted in my own home,0
274564,i still feel hesitant in pursuing that avenue,4
30386,i feel like the hood makes the sweater too casual to wear to work and so i just don t wear this sweater,1
367104,i ought to feel determined,1
354450,i type i feel longing tugging at my heart,2
217276,im still feeling fucking dissed from our moment at credo followed by my apology i agonized over followed by jack shit,0
268603,i feel blessed that he chose me to be the mother of his children because we make some damn good looking kids,2
265723,i know some people feel like the a target blank rel nofollow href http www,0
268828,i could go on and on about how sometimes we feel unloved lonely neglected that marriage becomes less and less intimate as we grow older,0
306115,im feeling so clever turning the bag inside out to get pics of the lining here is the other inside pocket a href http,1
146002,i can feel the nightmare of the naughty kiss coming back,2
145581,i feel so completely idiotic and puerile,0
258542,i didnt feel too overwhelmed and really got to interact with the brands and their owners,4
369509,i feel the need to blog pagetitle from flab to fab,1
104605,i feel slightly glad slightly invaded and just plain odd,1
7772,i will say though that i have noticed myself feeling a sense of discontent lately,0
26718,i was feeling weird looking at the phone,5
89466,i knew how to feel our relationship was strong and we were close,1
343412,i sometimes feel guilty having a drink around her because i don t want her to judge me,0
400083,im feeling wimpy and lazy she can motivate me and vice versa,4
16233,i have been feeling mad,3
199205,i also dropped my chain during the first lap which only made me feel more defeated,0
13835,i had planned to stop by steven and sadie s birthday party cause i am a firm believer that everyone deserves to feel popular on their birthday and one more person at a party is one more point popular perhaps,1
44059,i yes to say yes my mountain flower and first i put my arms around him yes and drew him down to me so he could feel my breasts all perfume yes and his heart was going like mad and yes i said yes i will yes,3
108517,i still adhere to this to a certain extent i feel that there is a fine line,1
289519,i love this quote because i feel like its a perfect description of friendship,1
15031,i feel resolved to knowing the feeling,1
284162,i am not alone yet i feel lonely as if none of my friends can understand me at all cant understand what i am thinking about and well perhaps unable to make me enjoy hanging out with them anymore,0
49722,i feel that my season of change is not over but i am always amazed at how life just goes on,5
216592,i didnt really let it show to other people people knew that i was bothered by your actions but no one trully understood how you actually made me feel you completely abused our friendship and you used me as a ventalation system,0
415781,i try to explain my feelings not frutrated or bitchy or anything,3
4335,i have a feeling that she wasnt thrilled,1
110271,i feel terrible about presenting to you this most delicious food photo diary,0
316442,i feel u r heartless to reply too,3
215255,i feel insecure and feel like when i m walking from school that someone s following me,4
377916,im still feeling soreness in my glutes from saturdays fabulous a href http www,1
153116,i woke up feeling absolutely worthless with no real cause,0
172506,i tried getting logan to come feel but he acted shy and walked away,4
85601,i feel free again,1
115286,i could have talked to without feeling foolish,0
89659,i didnt feel the emotional part at all,0
185607,i feel so pathetic and empty,0
7718,i feel somewhat insulted on an intelligence level,3
168585,i feel that i only have a few day left till im doomed,0
381596,ive been feeling weepy all day since,0
86081,i feel like these selfish bones cant give anymore i remember the wise advise from all the experienced moms i meet who tell me to enjoy every minute because too soon ill miss the messes in the kitchen,3
33504,i feel like i am more creative and fun than my house shows,1
9198,i feel i was shocked when i logged into this blog and i found myself with almost more views since the last time i logged on,5
36484,i feel less lonely,0
25317,i was feeling vicious when i wrote this,3
257252,i just feel like no one cares and no one can be bothered to make the effort and meet up,3
309093,i feel very tender feelings to beat,2
378807,i feel like attempting to resurrect the beloved old nv in a somewhat new format,1
357390,i feel as though were giving too many details about unimportant things like chriss mundane life and left out on other details like more character depth especially with secondary characters,0
308662,i feel splendid suitable and i m support out there running and having fun,1
388764,i do not know how to get past the sadness the literal pain in my body the tears that i cannot control the guilt i feel for feeling this devastated when he was my grandson,0
404986,i come across the right pair of pajamas and am feeling adventurous and lazy at the same time ill give this trend a go,1
64108,i don t feel so gracious in emeritius,2
140363,i just feel skeptical,4
152555,i feel so glad for finally having reconnected with you today after more than one year of feeling this amazing consciousness which belongs to your collective,1
271179,i remember feeling really excited yet slightly bummed out about knowing that the fault in our stars tfios would be released on the th of june cause really wanted to watch it but i felt like i didnt have anyone to watch it with,1
349014,i feel pained anytime i hear one nigerian is killed by the madness called boko haram,0
379706,im experimenting and i do know i havent eaten nearly enough the first couple of days of diet tweaking probably because when you feel like crap and youre kind of afraid of food making you feel like crap you do that,4
205619,i was feeling rotten already and then there was that great grief that great yawning darkness coming at me from the eastern edge of the country connecticut where i went to seminary,0
385492,i was feeling a bit devastated,0
114774,i just feel like he s being so uptight,4
144897,i feel largely resigned to our cultural fate but i d like to make that distinct from just relinquishing myself to nihilism,0
60181,i really dislike them though ill tell them exactly how i feel and act rather hostile afterward,3
249253,i got the feeling that one bothered him even all these years later,3
259312,i feel that not only am i lonely at that moment but i always have been and always will be it is that despair that has led me to consider suicide on more than one occasion,0
280625,i didn t feel to clever yesterday with a hangover the size of a planet and couldn t eat my rather nice sunday roast that we went for,1
264213,i feel a little scared anxious and nervous that i will do the right thing every time,4
369331,i wont labour the point about how stupid and sorry i feel suffice to say that i suck and you were lovingly gracious in response,1
348717,i don t get that one feeling anymore just curious about why you re doing this amp that amp confused about everything,5
316545,i feel very alarmed about the collective memory we share,4
415344,i think that actually laying a brick down or painting a wall will somehow make me feel more useful,1
117127,i feel a bit sad about that a href http andrewducker,0
414536,i feel sooooo enriched and blessed with my life,2
247694,i do my best but my feelings are a troubled mix happy to be in her workshop nervous that i ll be conducting one of my own for nonfiction when she s finished and has given her public talk,0
192450,i can but i feel massively uncomfortable doing it it consumes massive amounts of processing power and i associate it with some very bad situations ive been in recently,4
340046,ive always been a little sceptical about them but ive been proven wrong i always leave feeling completely relaxed and ready for bed i go at,1
262168,i want to but i feel if its sincere it might come off as a little cheesy or someone might find my emotions juvenile or primitive and if its not sincere well id have trouble doing it and id be worry about the same things,1
252272,i feel pathetic at times because,0
230687,i remember to use these i seldom feel like i m getting anything special,1
46723,i became a nag and started to slowly hate myself and stopped allowing myself to feel my own feelings because ive become convinced theyre invalid,1
231425,i feel challenged by the gospel and by the church i should be thankful,1
366299,i see a different light in the eyes of understanding and connection to everything that i feel are a delicious,1
133156,i have become i still managed to blend and share the dance floor with them without feeling embarrassed img src http s,0
339008,i have started july on a course of antibiotics each jon has had tonsillitis and has been particularly rough all week ive got a water infection and a bladder and uterus that feels completely irritated and uncomfortable at the moment,3
368453,i and i grew used to it i ve tried other shampoos and they leave my hair feeling dirty,0
243410,i knew that it could reduce cravings so after a while the addiction would bring up negative feelings about taking glutamine and the strange reluctance to do the right thing meant i would not take glutamine,5
51363,i missed my premiere party and im currently missing the red carpet walk at the actual premiere but i am feeling much better now just dont have enough energy for fighting the crowds or standing for hours on the street,1
332030,i began feeling lighter more compassionate and happier,2
213307,i am feeling positive about it,1
183542,i feel these areas are a benefit to the over all training of the submissive,0
275414,i suppose im trying to feel as mellow and calm as this object width height class blogger youtube video classid clsiddcdbe aed cf b codebase http download,1
244374,i am feeling strongly about so i am being pretty stubborn,3
416100,i can honestly say that i struggled showing gratitude for what we asked for and feeling heartbroken for the things that i left behind,0
69978,i realise everytime after meeting the girls ill feel unhappy lol,0
80034,i am feeling energetic which means i dont have to drag myself out of bed anymore i can finally dress myself properly and i want to be outside,1
244303,i feel strangely invigorated today like im being suspended by celestial cords or something,1
270961,ill have a good wedding i just feel defeated at having let my wedding slip through my fingers,0
232174,i got caught for my nails and i started tearing for no reason pei ee thinks i am feeling too stressed,0
124259,i absolutely refuse to feel insecure about how i look anymore,4
111571,i simply do sit in my feelings and don t exercise don t read don t write just sit i can t do it forever but it s where i m currently at because at least i m sitting at least i m not fucked up on a stash of clonazepam and seroquel,3
298434,i found myself feeling more agitated cranky stressed and overwhelmed yesterday morning as i was getting some moving related tasks under way,3
30255,ive already started doing that is making me feel more relaxed prioritizing my yoga practice and adding more breath work and meditation instead of skipping it or crusing through it like im often tempted to do when im busy which is to say all the time sighing its simple but it a href http www,1
241007,i feel so lethargic and apathetic i cant tdo anything but sit here and refresh tumblr,0
275464,i hate not knowing things makes me feel really inadequate,0
372083,i cant help but feel awkward,0
116825,i can go so far as to say that im feeling optimistic but maybe un pessimistic,1
344272,ive had a mini panic attack the first full day the baby was home i was just feeling so overwhelmed and without support that i started freaking out,5
301927,i also feel even more appreciative of my best friend for helping me and advising me to relax and let go,1
249749,i feel awful for the baby she bit though and wonder if they got an accident report sent home that says your babys friend bit him her,0
327204,i feel excited like a year old boy,1
220009,im feeling pretty determined to somehow scrape together enough money to send dani to florida this summer,1
296322,im feeling very hopeful about the next season,1
178079,i feel so sorry for californians,0
408473,i feel a lot more productive with my own space and more relaxed knowing i don t have to tell anyone where i am going when i ll be back or if i swept my room,1
291703,i know how fast this goes and i feel helpless to stop it,0
34891,i have to run every day to get new papers and when i get back home i feel so depressed i dont want to talk to george or to any of my friends and i have my family making me feel much worse,0
298032,i feel she has nothing to complain because she has so much but yet shes so unhappy because of little things,0
282442,im doing and i say blogging i feel like some stupid teenager who is just spending a casual night on tumblr,0
10312,i am going to feel terrible be crazy busy or generally have things turn out contrary to my wishes it will be my birthday,0
90584,i feel so lethargic i just want to sleep all day long,0
345930,i say feeling very nostalgic that it went by really fast and im left with a lot of emotions,2
82226,i feel that phrase implies a calm orderly procession in which i would remove the refuse from my,1
83437,i feel energetic so we are going to take a hike,1
179978,i have to do what i have to do i feel like a little kid who is being punished by her mother for something she did wrong,0
81711,i feel like all of the people that i have been loyal honest giving friends to have totally forgotten all about me,2
409484,i feel singularly smug because i am a pretty good purger,1
375321,i have been feeling better so i am finally missing working out,1
119225,i wont lie i woke up feeling awful and really just wanted to roll over and go back to sleep but when i start,0
249401,i feel really petty for what i did,3
376652,i feel about this i might be swayed by the pretty fabric,1
111618,i have to contain it to a couple of hours a day but i feel far less productive and i worry what not being able to really do any promotions for my new series will do to sales,1
162261,i relied on the anonymity of the internet and a lot of research on google to try and alleviate the feeling that everything was tragic and hopeless,0
122432,i feel ashamed to leave you a messy and uncomfortable world but it has to be this way,0
120941,im feeling benevolent today really mercy you bring out the best in me,1
413395,i didn t feel particularly talented or have any reason to stand out at school,1
270591,i often feel overwhelmed by all the people in my life that i need to insure feel loved and cared for by me,4
334692,i feel like i am being punished for something but i dont know what it is,0
107851,i am angry i feel agitated and unsettled we will begin to see that it also explains the consequences we are unable to link back to causes in previous lifetimes,3
10775,i feel crappy and heavy,0
364059,i feel so lousy i hate asking money from my parents,0
82869,i feel that i am also reluctant to let the project go and be finished,4
170051,i was hoping to feel some relief but now im just pissed off that the website isnt agreeing with me and i feel judged,3
295511,i can make my children feel safe and feel like i am grateful to have them here,1
395163,i feel calm and enthusiastic all at the same time,1
314756,i feel better now on the menu tonight,1
316222,i saw that photo why did i feel regretful,0
64125,i woke up this morning feeling this cold slime running down my face,3
282067,i have a hobby that i feel passionate about and stick with it,2
176331,i don t feel so keen on doing it all of a sudden read it through again and you ll get it why not if it s so brilliant,1
393909,i feel useful can teach children things that i know eventhough just how to make a origami not how to solve an electrolysis reaction how to find the time a bullet hit a bock wood and other complicated things,1
322170,i feel sure that i know the voice of god when he speaks to my heart but things certainly did not look promising at all,1
23394,i think about it the more i feel angered and thus empowered by my own will my own decisions and my own life,3
191264,i hate feeling unwelcome everywhere you are,0
230137,i feel very unloved,0
266492,i feel during christmas and i had just about convinced myself maybe i was experiencing some type of belated postpartum depression,1
80367,i feel like a neglectful dad,0
174488,i dont want any ropes tying on someone so strong that i feel hurt to severe it,0
28105,i feel assaulted when i step out of a building and the air outside wraps itself around me like a wet rag,4
36402,i feel fine but most days i can t even describe it i have a break down maybe every other day,1
383746,i also feel that her core is kind generous and very helpful,1
283954,im feeling quite virtuous as ive already made my lunch for tomorrow pasta with soup stirred in in lieu of sauce i really felt like egg fried rice again today and i dont think it keeps well so i had to have a back up plan,1
252969,i don t feel as if they system is resolved as i find the magnifying glass that follows the mouse to be distracting,1
72835,i have decided keep today s my gut feeling unprotected in remembrance of the stock market crash,4
265672,i can feel frantic pulses of desperation radiating from behind the wheel,4
250997,i had not even thought about and those compiled with all the rest of my baggage just made me feel even more burdened at a time i needed to discard some of the pressure and not add to it,0
36725,i mean there are other races throughout the year that as a driver you feel maybe more pleased or proud of yourself to get,1
269261,i acted according to guidelines recommended to me by the rabbis of the community and even though i should feel reassured that i did what i was told to do i don t feel at peace at all,1
65254,i am feeling this agitated is like trying to explain the popularity of justin bieber impossible,4
405256,i cant be alone feeling pissed off about the coming changes,3
54779,im feeling really energetic id like to finish quilting and binding josephs quilt,1
314304,i wish i werent feeling so shall we say tender everywhere,2
185171,i feel much more energetic than if i d slept,1
251625,i feel like i have a special amulet am not afraid standing here alone even the dawn turned to dusk even the waves of the sea spank my face even the last airplane wont go back i will and i will wait,1
342828,i sit quietly i sense a great feeling of loss like someone beloved by me has died,1
118601,i feel that s very much the case here his graceful words allowed me to wrap the world around me and subconsciously fill in the details with my own experiences,1
210194,id heat up a lean cuisine pizza sit in my recliner and surf the web until my eyelids couldnt hold up any longer all to avoid the sinking feeling that came with being alone,0
195595,ive been trying to avoid ive since learnt to be less self conscious now that i have to manage and lead a team of writers but i hate to admit that i still feel dissatisfied and inadequate,3
415089,i just cant even come close to know how shes feeling at this tragic time,0
175292,i go about every fifteen minutes and do not feel well at all,1
46856,ive done it exactly once and i think you all know me as loud self confident and as someone who often feels very little mercy for those i feel have wronged me,3
99562,i have this sinking feeling that he might be telling my friendly church stalker insert sarcasm here about my life,1
315529,i did feel virtuous as i purged the drainpipe,1
21795,i know that he misses being behind a pulpit and may at times feel unimportant,0
158150,i feel much better and without the help of ice,1
52387,i also feel strongly that action of this sort needs to happen to nudge the city along its journey to being truly bike friendly,1
256633,i cleverly purchased a night gown the other day but stopped feeling so smart when a bug got through the mosquito net and bit my upper thigh,1
185906,i feel so elegant and sophisticated when i wear it,1
2739,i shut the door but i didn t feel triumphant,1
